time,ECG,BR
24.785,1.542,30
24.79,1.542,30
24.795,1.502,29.9
24.8,1.523,29.9
24.805,1.578,30
24.81,1.598,30
24.815,1.57,30.1
24.82,1.582,30.1
24.825,1.617,30
24.83,1.619,30.2
24.835,1.573,30.1
24.84,1.574,30.1
24.845,1.599,30.1
24.85,1.575,30
24.855,1.505,30
24.86,1.496,30
24.865,1.529,30.1
24.87,1.526,30.1
24.875,1.49,30.1
24.88,1.498,30.1
24.885,1.53,30
24.89,1.526,30
24.895,1.494,30
24.9,1.51,30
24.905,1.544,30
24.91,1.55,30
24.915,1.51,30
24.92,1.511,30
24.925,1.537,30
24.93,1.52,29.9
24.935,1.441,29.9
24.94,1.401,29.9
24.945,1.429,30
24.95,1.541,29.9
24.955,1.73,29.9
24.96,2.114,29.8
24.965,2.598,29.8
24.97,2.956,29.8
24.975,3.048,29.8
24.98,2.945,29.7
24.985,2.687,29.6
24.99,2.041,29.6
24.995,1.363,29.5
25,1.031,29.5
25.005,0.891,29.5
25.01,0.863,29.4
25.015,0.864,29.3
25.02,0.865,29.3
25.025,0.882,29.1
25.03,0.897,29
25.035,0.896,29
25.04,0.882,29
25.045,0.931,29
25.05,0.96,29
25.055,1.006,28.9
25.06,1.157,28.9
25.065,1.362,28.9
25.07,1.535,28.8
25.075,1.638,28.8
25.08,1.708,28.7
25.085,1.761,28.7
25.09,1.775,28.6
25.095,1.744,28.6
25.1,1.758,28.5
25.105,1.805,28.5
25.11,1.806,28.5
25.115,1.772,28.5
25.12,1.782,28.5
25.125,1.827,28.5
25.13,1.844,28.4
25.135,1.807,28.4
25.14,1.815,28.4
25.145,1.844,28.4
25.15,1.857,28.4
25.155,1.831,28.4
25.16,1.851,28.3
25.165,1.898,28.3
25.17,1.921,28.3
25.175,1.903,28.2
25.18,1.925,28.2
25.185,1.978,28.1
25.19,2.002,28.1
25.195,1.989,28.1
25.2,2.023,28.2
25.205,2.083,28.1
25.21,2.103,28.1
25.215,2.081,28
25.22,2.101,28
25.225,2.155,28
25.23,2.172,28
25.235,2.14,28.1
25.24,2.149,28
25.245,2.187,28
25.25,2.167,27.9
25.255,2.107,27.9
25.26,2.076,27.9
25.265,2.07,27.8
25.27,2.033,27.8
25.275,1.952,27.8
25.28,1.901,27.8
25.285,1.883,27.9
25.29,1.847,27.8
25.295,1.77,27.8
25.3,1.736,27.8
25.305,1.726,27.7
25.31,1.687,27.7
25.315,1.627,27.7
25.32,1.613,27.7
25.325,1.62,27.7
25.33,1.599,27.7
25.335,1.546,27.7
25.34,1.542,27.7
25.345,1.558,27.7
25.35,1.546,27.7
25.355,1.508,27.6
25.36,1.504,27.5
25.365,1.537,27.5
25.37,1.534,27.5
25.375,1.493,27.5
25.38,1.496,27.5
25.385,1.522,27.4
25.39,1.515,27.5
25.395,1.476,27.4
25.4,1.488,27.4
25.405,1.525,27.5
25.41,1.528,27.5
25.415,1.486,27.5
25.42,1.485,27.4
25.425,1.517,27.3
25.43,1.526,27.3
25.435,1.485,27.3
25.44,1.476,27.3
25.445,1.506,27.3
25.45,1.509,27.3
25.455,1.469,27.3
25.46,1.472,27.4
25.465,1.509,27.4
25.47,1.51,27.3
25.475,1.473,27.3
25.48,1.469,27.3
25.485,1.497,27.2
25.49,1.505,27.2
25.495,1.472,27.1
25.5,1.476,27.2
25.505,1.504,27.2
25.51,1.498,27.2
25.515,1.462,27.2
25.52,1.46,27.2
25.525,1.503,27.2
25.53,1.51,27.2
25.535,1.466,27.2
25.54,1.466,27.2
25.545,1.503,27.1
25.55,1.508,27.1
25.555,1.467,27.1
25.56,1.473,27.1
25.565,1.511,27.1
25.57,1.507,27.1
25.575,1.472,27
25.58,1.482,27
25.585,1.506,27
25.59,1.509,27
25.595,1.48,27.1
25.6,1.493,27.1
25.605,1.531,27
25.61,1.534,27
25.615,1.492,27
25.62,1.485,26.9
25.625,1.528,26.9
25.63,1.556,26.9
25.635,1.538,27
25.64,1.557,27
25.645,1.602,27
25.65,1.606,27.1
25.655,1.575,27.1
25.66,1.576,27.1
25.665,1.598,27.1
25.67,1.578,27.1
25.675,1.52,27.1
25.68,1.508,27
25.685,1.53,27
25.69,1.521,26.9
25.695,1.482,26.9
25.7,1.488,27
25.705,1.53,26.9
25.71,1.539,26.9
25.715,1.502,26.9
25.72,1.505,26.8
25.725,1.536,26.8
25.73,1.541,26.8
25.735,1.498,26.9
25.74,1.51,26.9
25.745,1.546,26.9
25.75,1.543,26.9
25.755,1.5,26.8
25.76,1.474,26.9
25.765,1.455,26.8
25.77,1.427,26.8
25.775,1.448,26.8
25.78,1.626,26.8
25.785,1.933,26.8
25.79,2.345,26.9
25.795,2.681,26.8
25.8,2.895,26.8
25.805,2.909,26.7
25.81,2.714,26.7
25.815,2.228,26.7
25.82,1.532,26.7
25.825,1.137,26.7
25.83,0.943,26.6
25.835,0.844,26.6
25.84,0.898,26.7
25.845,0.957,26.7
25.85,0.966,26.8
25.855,0.947,26.7
25.86,0.993,26.7
25.865,1.038,26.7
25.87,1.012,26.7
25.875,0.991,26.7
25.88,1.025,26.7
25.885,1.153,26.7
25.89,1.286,26.7
25.895,1.405,26.7
25.9,1.562,26.7
25.905,1.695,26.7
25.91,1.725,26.6
25.915,1.694,26.6
25.92,1.714,26.6
25.925,1.77,26.6
25.93,1.78,26.6
25.935,1.746,26.6
25.94,1.756,26.6
25.945,1.794,26.7
25.95,1.802,26.6
25.955,1.779,26.6
25.96,1.794,26.6
25.965,1.835,26.6
25.97,1.841,26.6
25.975,1.817,26.6
25.98,1.837,26.6
25.985,1.874,26.6
25.99,1.876,26.6
25.995,1.853,26.5
26,1.877,26.5
26.005,1.93,26.5
26.01,1.96,26.5
26.015,1.952,26.5
26.02,1.978,26.5
26.025,2.019,26.5
26.03,2.049,26.5
26.035,2.041,26.5
26.04,2.073,26.5
26.045,2.123,26.5
26.05,2.128,26.4
26.055,2.099,26.5
26.06,2.112,26.5
26.065,2.147,26.5
26.07,2.15,26.6
26.075,2.101,26.6
26.08,2.079,26.6
26.085,2.07,26.6
26.09,2.03,26.6
26.095,1.953,26.6
26.1,1.913,26.6
26.105,1.909,26.6
26.11,1.869,26.5
26.115,1.788,26.5
26.12,1.746,26.6
26.125,1.738,26.5
26.13,1.707,26.5
26.135,1.642,26.5
26.14,1.621,26.5
26.145,1.634,26.5
26.15,1.599,26.6
26.155,1.539,26.6
26.16,1.53,26.6
26.165,1.557,26.6
26.17,1.553,26.6
26.175,1.501,26.6
26.18,1.497,26.5
26.185,1.525,26.5
26.19,1.534,26.5
26.195,1.49,26.6
26.2,1.484,26.6
26.205,1.517,26.6
26.21,1.516,26.6
26.215,1.474,26.6
26.22,1.477,26.6
26.225,1.512,26.6
26.23,1.513,26.7
26.235,1.467,26.7
26.24,1.478,26.8
26.245,1.514,26.7
26.25,1.517,26.7
26.255,1.488,26.8
26.26,1.49,26.8
26.265,1.518,26.8
26.27,1.52,26.8
26.275,1.482,26.8
26.28,1.481,26.9
26.285,1.506,26.9
26.29,1.501,27
26.295,1.459,27
26.3,1.463,27.1
26.305,1.499,27.1
26.31,1.498,27.2
26.315,1.464,27.3
26.32,1.464,27.3
26.325,1.505,27.4
26.33,1.505,27.4
26.335,1.465,27.4
26.34,1.464,27.5
26.345,1.498,27.5
26.35,1.502,27.6
26.355,1.464,27.6
26.36,1.471,27.7
26.365,1.506,27.7
26.37,1.501,27.7
26.375,1.467,27.8
26.38,1.47,27.8
26.385,1.5,27.9
26.39,1.505,28
26.395,1.473,27.9
26.4,1.48,28
26.405,1.522,28.1
26.41,1.529,28.1
26.415,1.492,28.1
26.42,1.489,28.2
26.425,1.504,28.2
26.43,1.507,28.3
26.435,1.489,28.4
26.44,1.518,28.4
26.445,1.572,28.4
26.45,1.585,28.4
26.455,1.547,28.4
26.46,1.552,28.3
26.465,1.581,28.4
26.47,1.575,28.5
26.475,1.534,28.5
26.48,1.53,28.6
26.485,1.535,28.7
26.49,1.52,28.7
26.495,1.474,28.7
26.5,1.477,28.7
26.505,1.518,28.7
26.51,1.522,28.7
26.515,1.485,28.7
26.52,1.49,28.8
26.525,1.522,28.8
26.53,1.522,28.8
26.535,1.484,29
26.54,1.492,29
26.545,1.533,29
26.55,1.534,29.1
26.555,1.494,29
26.56,1.496,29
26.565,1.505,29
26.57,1.454,29
26.575,1.376,29
26.58,1.417,29.1
26.585,1.623,29.1
26.59,1.9,29.1
26.595,2.282,29.1
26.6,2.69,29.1
26.605,3.004,29.1
26.61,3.044,29.2
26.615,2.849,29.2
26.62,2.423,29.2
26.625,1.724,29.3
26.63,1.227,29.3
26.635,0.95,29.4
26.64,0.859,29.4
26.645,0.91,29.4
26.65,0.933,29.4
26.655,0.89,29.4
26.66,0.904,29.4
26.665,0.977,29.4
26.67,1.002,29.5
26.675,0.926,29.5
26.68,0.939,29.5
26.685,1.015,29.5
26.69,1.125,29.5
26.695,1.239,29.5
26.7,1.4,29.5
26.705,1.579,29.6
26.71,1.68,29.6
26.715,1.69,29.6
26.72,1.707,29.6
26.725,1.756,29.7
26.73,1.766,29.6
26.735,1.728,29.6
26.74,1.731,29.7
26.745,1.773,29.6
26.75,1.782,29.6
26.755,1.754,29.6
26.76,1.766,29.6
26.765,1.81,29.6
26.77,1.824,29.7
26.775,1.798,29.7
26.78,1.806,29.7
26.785,1.844,29.8
26.79,1.856,29.8
26.795,1.833,29.8
26.8,1.853,29.8
26.805,1.909,29.8
26.81,1.934,29.8
26.815,1.917,29.8
26.82,1.95,29.8
26.825,2.005,29.8
26.83,2.038,29.8
26.835,2.027,29.8
26.84,2.056,29.9
26.845,2.117,29.9
26.85,2.135,29.9
26.855,2.11,29.9
26.86,2.123,29.8
26.865,2.166,29.9
26.87,2.175,29.9
26.875,2.132,29.8
26.88,2.115,29.9
26.885,2.119,29.9
26.89,2.085,29.9
26.895,2.001,29.9
26.9,1.953,29.9
26.905,1.933,29.8
26.91,1.889,29.8
26.915,1.816,29.9
26.92,1.778,29.9
26.925,1.763,29.9
26.93,1.717,29.9
26.935,1.643,29.9
26.94,1.609,29.9
26.945,1.619,29.9
26.95,1.595,29.8
26.955,1.539,29.8
26.96,1.527,29.8
26.965,1.542,29.9
26.97,1.527,29.9
26.975,1.477,30
26.98,1.47,30
26.985,1.493,30
26.99,1.492,29.9
26.995,1.457,29.9
27,1.466,29.9
27.005,1.494,29.9
27.01,1.498,29.9
27.015,1.465,29.9
27.02,1.472,30
27.025,1.502,30
27.03,1.5,30
27.035,1.457,30
27.04,1.467,30
27.045,1.502,30
27.05,1.507,30
27.055,1.467,29.9
27.06,1.469,29.9
27.065,1.498,29.8
27.07,1.498,29.8
27.075,1.456,29.9
27.08,1.449,29.9
27.085,1.488,30
27.09,1.49,30
27.095,1.45,30
27.1,1.452,30
27.105,1.482,29.9
27.11,1.489,29.8
27.115,1.448,29.9
27.12,1.454,29.9
27.125,1.48,29.9
27.13,1.482,30
27.135,1.444,30
27.14,1.445,30
27.145,1.48,30
27.15,1.48,30
27.155,1.441,30
27.16,1.451,30
27.165,1.482,30
27.17,1.49,30.1
27.175,1.456,30
27.18,1.46,30
27.185,1.489,30
27.19,1.493,30
27.195,1.46,30.1
27.2,1.466,30
27.205,1.497,30.1
27.21,1.506,30.1
27.215,1.472,30
27.22,1.473,30
27.225,1.509,30
27.23,1.506,30
27.235,1.469,30
27.24,1.478,30.1
27.245,1.526,30.1
27.25,1.531,30
27.255,1.498,30.1
27.26,1.502,30
27.265,1.529,30
27.27,1.524,30
27.275,1.5,30
27.28,1.525,30
27.285,1.58,29.9
27.29,1.603,30
27.295,1.585,30
27.3,1.594,30
27.305,1.622,30.1
27.31,1.607,30
27.315,1.562,30
27.32,1.556,30
27.325,1.559,30
27.33,1.534,30
27.335,1.484,30
27.34,1.485,30
27.345,1.519,30
27.35,1.521,30.1
27.355,1.484,30
27.36,1.492,30
27.365,1.519,29.9
27.37,1.525,29.9
27.375,1.49,29.9
27.38,1.5,29.9
27.385,1.53,29.9
27.39,1.529,30
27.395,1.488,29.9
27.4,1.493,30
27.405,1.524,30
27.41,1.492,30
27.415,1.397,30
27.42,1.369,29.9
27.425,1.489,29.9
27.43,1.703,29.9
27.435,2.012,29.9
27.44,2.479,29.9
27.445,2.931,30
27.45,3.153,30
27.455,3.079,29.9
27.46,2.837,29.9
27.465,2.284,29.9
27.47,1.539,29.9
27.475,1.073,29.9
27.48,0.863,29.9
27.485,0.838,29.9
27.49,0.857,29.9
27.495,0.815,30
27.5,0.808,30
27.505,0.848,30
27.51,0.909,30
27.515,0.87,30
27.52,0.862,29.9
27.525,0.913,29.9
27.53,0.99,29.9
27.535,1.087,29.8
27.54,1.272,29.8
27.545,1.48,29.8
27.55,1.628,29.8
27.555,1.667,29.8
27.56,1.699,29.8
27.565,1.737,29.8
27.57,1.744,29.8
27.575,1.719,29.9
27.58,1.744,29.9
27.585,1.786,29.9
27.59,1.804,29.8
27.595,1.771,29.9
27.6,1.776,29.9
27.605,1.809,29.9
27.61,1.819,29.9
27.615,1.79,29.8
27.62,1.803,29.8
27.625,1.846,29.8
27.63,1.859,29.8
27.635,1.834,29.7
27.64,1.849,29.7
27.645,1.902,29.7
27.65,1.935,29.7
27.655,1.92,29.8
27.66,1.943,29.8
27.665,1.997,29.8
27.67,2.029,29.7
27.675,2.021,29.8
27.68,2.06,29.7
27.685,2.115,29.7
27.69,2.136,29.7
27.695,2.117,29.6
27.7,2.142,29.6
27.705,2.193,29.7
27.71,2.207,29.7
27.715,2.173,29.7
27.72,2.169,29.7
27.725,2.182,29.7
27.73,2.155,29.7
27.735,2.072,29.7
27.74,2.033,29.7
27.745,2.023,29.6
27.75,1.978,29.7
27.755,1.892,29.7
27.76,1.846,29.7
27.765,1.83,29.8
27.77,1.79,29.7
27.775,1.714,29.7
27.78,1.679,29.7
27.785,1.683,29.7
27.79,1.657,29.7
27.795,1.592,29.7
27.8,1.568,29.7
27.805,1.576,29.7
27.81,1.57,29.7
27.815,1.522,29.7
27.82,1.512,29.8
27.825,1.533,29.8
27.83,1.53,29.8
27.835,1.492,29.8
27.84,1.498,29.9
27.845,1.525,29.8
27.85,1.533,29.8
27.855,1.489,29.8
27.86,1.49,29.8
27.865,1.517,29.8
27.87,1.522,29.8
27.875,1.486,29.8
27.88,1.489,29.8
27.885,1.523,29.8
27.89,1.518,29.8
27.895,1.474,29.8
27.9,1.482,29.8
27.905,1.515,29.8
27.91,1.508,29.8
27.915,1.47,29.9
27.92,1.476,29.8
27.925,1.506,29.9
27.93,1.508,29.9
27.935,1.473,29.9
27.94,1.471,29.9
27.945,1.498,29.8
27.95,1.502,29.8
27.955,1.469,29.8
27.96,1.468,29.8
27.965,1.499,29.9
27.97,1.503,29.8
27.975,1.468,29.9
27.98,1.468,29.9
27.985,1.496,29.9
27.99,1.496,29.9
27.995,1.454,29.8
28,1.46,29.8
28.005,1.496,29.7
28.01,1.499,29.8
28.015,1.459,29.8
28.02,1.462,29.8
28.025,1.496,29.8
28.03,1.503,29.8
28.035,1.467,29.8
28.04,1.468,29.8
28.045,1.498,29.8
28.05,1.502,29.9
28.055,1.472,29.8
28.06,1.485,29.8
28.065,1.51,29.8
28.07,1.512,29.8
28.075,1.478,29.8
28.08,1.484,29.9
28.085,1.515,29.9
28.09,1.524,29.9
28.095,1.488,29.9
28.1,1.48,29.8
28.105,1.523,29.8
28.11,1.542,29.7
28.115,1.506,29.8
28.12,1.502,29.8
28.125,1.529,29.8
28.13,1.536,29.9
28.135,1.503,29.9
28.14,1.52,29.9
28.145,1.569,29.9
28.15,1.594,30
28.155,1.577,30
28.16,1.595,29.9
28.165,1.635,29.9
28.17,1.629,29.8
28.175,1.576,29.8
28.18,1.577,29.8
28.185,1.599,29.8
28.19,1.575,29.8
28.195,1.504,29.7
28.2,1.498,29.8
28.205,1.527,29.8
28.21,1.535,29.8
28.215,1.494,29.9
28.22,1.496,30
28.225,1.531,30
28.23,1.538,29.9
28.235,1.498,29.9
28.24,1.509,29.8
28.245,1.539,29.8
28.25,1.538,29.8
28.255,1.504,29.8
28.26,1.514,29.8
28.265,1.544,29.8
28.27,1.53,29.8
28.275,1.438,29.8
28.28,1.384,29.8
28.285,1.411,29.8
28.29,1.557,29.8
28.295,1.774,29.8
28.3,2.178,29.8
28.305,2.651,29.8
28.31,3,29.8
28.315,3.062,29.8
28.32,2.938,29.8
28.325,2.645,29.9
28.33,1.969,29.9
28.335,1.32,29.9
28.34,0.996,29.9
28.345,0.87,29.8
28.35,0.867,29.8
28.355,0.859,29.8
28.36,0.85,29.9
28.365,0.867,29.9
28.37,0.891,29.9
28.375,0.891,29.9
28.38,0.867,29.9
28.385,0.913,29.9
28.39,0.954,29.8
28.395,1.008,29.8
28.4,1.163,29.7
28.405,1.379,29.8
28.41,1.554,29.8
28.415,1.637,29.9
28.42,1.691,29.9
28.425,1.743,29.9
28.43,1.77,29.9
28.435,1.74,30
28.44,1.742,29.9
28.445,1.778,29.9
28.45,1.798,29.9
28.455,1.778,29.8
28.46,1.786,29.8
28.465,1.82,29.8
28.47,1.831,29.9
28.475,1.796,29.9
28.48,1.807,29.9
28.485,1.849,29.8
28.49,1.859,29.8
28.495,1.836,29.7
28.5,1.85,29.7
28.505,1.899,29.6
28.51,1.917,29.7
28.515,1.901,29.7
28.52,1.917,29.7
28.525,1.978,29.8
28.53,2.013,29.8
28.535,2.01,29.8
28.54,2.04,29.8
28.545,2.093,29.8
28.55,2.12,29.8
28.555,2.102,29.8
28.56,2.126,29.8
28.565,2.179,29.7
28.57,2.2,29.7
28.575,2.171,29.7
28.58,2.172,29.7
28.585,2.193,29.7
28.59,2.168,29.7
28.595,2.097,29.7
28.6,2.062,29.7
28.605,2.061,29.7
28.61,2.028,29.7
28.615,1.939,29.7
28.62,1.883,29.6
28.625,1.859,29.7
28.63,1.827,29.7
28.635,1.754,29.7
28.64,1.71,29.8
28.645,1.699,29.7
28.65,1.668,29.7
28.655,1.615,29.7
28.66,1.596,29.7
28.665,1.607,29.7
28.67,1.594,29.8
28.675,1.539,29.8
28.68,1.524,29.8
28.685,1.543,29.8
28.69,1.549,29.8
28.695,1.506,29.7
28.7,1.502,29.6
28.705,1.528,29.6
28.71,1.527,29.6
28.715,1.49,29.5
28.72,1.493,29.5
28.725,1.518,29.4
28.73,1.516,29.3
28.735,1.474,29.2
28.74,1.469,29.1
28.745,1.507,29.1
28.75,1.517,29.1
28.755,1.478,29.1
28.76,1.474,29.1
28.765,1.51,29
28.77,1.512,29
28.775,1.472,28.9
28.78,1.472,28.8
28.785,1.502,28.8
28.79,1.506,28.7
28.795,1.462,28.7
28.8,1.468,28.7
28.805,1.494,28.7
28.81,1.498,28.6
28.815,1.455,28.7
28.82,1.449,28.6
28.825,1.477,28.6
28.83,1.494,28.6
28.835,1.459,28.6
28.84,1.456,28.5
28.845,1.496,28.4
28.85,1.5,28.4
28.855,1.452,28.3
28.86,1.456,28.3
28.865,1.492,28.3
28.87,1.498,28.3
28.875,1.465,28.3
28.88,1.467,28.3
28.885,1.498,28.2
28.89,1.51,28.3
28.895,1.474,28.2
28.9,1.471,28.3
28.905,1.496,28.3
28.91,1.502,28.2
28.915,1.471,28.2
28.92,1.471,28.2
28.925,1.499,28.2
28.93,1.51,28.2
28.935,1.484,28.2
28.94,1.494,28.1
28.945,1.524,28.1
28.95,1.527,28
28.955,1.488,28
28.96,1.486,28
28.965,1.518,28
28.97,1.536,28
28.975,1.508,27.9
28.98,1.513,28
28.985,1.539,27.9
28.99,1.553,27.8
28.995,1.509,27.8
29,1.503,27.8
29.005,1.535,27.8
29.01,1.556,27.8
29.015,1.542,27.8
29.02,1.56,27.8
29.025,1.604,27.8
29.03,1.628,27.8
29.035,1.603,27.7
29.04,1.596,27.7
29.045,1.612,27.7
29.05,1.615,27.6
29.055,1.562,27.6
29.06,1.535,27.6
29.065,1.539,27.6
29.07,1.535,27.6
29.075,1.496,27.6
29.08,1.499,27.6
29.085,1.528,27.5
29.09,1.538,27.5
29.095,1.506,27.5
29.1,1.504,27.5
29.105,1.529,27.5
29.11,1.545,27.5
29.115,1.521,27.5
29.12,1.525,27.5
29.125,1.547,27.4
29.13,1.554,27.5
29.135,1.514,27.4
29.14,1.494,27.3
29.145,1.476,27.4
29.15,1.437,27.3
29.155,1.421,27.3
29.16,1.575,27.3
29.165,1.857,27.3
29.17,2.264,27.3
29.175,2.629,27.3
29.18,2.883,27.2
29.185,2.928,27.2
29.19,2.771,27.2
29.195,2.37,27.1
29.2,1.683,27.2
29.205,1.205,27.2
29.21,0.975,27.2
29.215,0.847,27.1
29.22,0.877,27.1
29.225,0.942,27.1
29.23,0.944,27.1
29.235,0.909,27.1
29.24,0.949,27.1
29.245,1.01,27.1
29.25,0.981,27.1
29.255,0.957,27.1
29.26,0.98,27.1
29.265,1.098,27.1
29.27,1.244,27.1
29.275,1.367,27.2
29.28,1.522,27.2
29.285,1.677,27.2
29.29,1.75,27.1
29.295,1.727,27.1
29.3,1.729,27.1
29.305,1.762,27.1
29.31,1.783,27
29.315,1.751,27.1
29.32,1.75,27.1
29.325,1.787,27.1
29.33,1.81,27.1
29.335,1.788,27.1
29.34,1.79,27.1
29.345,1.821,27.1
29.35,1.842,27.1
29.355,1.814,27.1
29.36,1.82,27.1
29.365,1.873,27.2
29.37,1.904,27.2
29.375,1.869,27.1
29.38,1.869,27
29.385,1.921,27
29.39,1.958,27.1
29.395,1.941,27.1
29.4,1.959,27.1
29.405,2.02,27.1
29.41,2.058,27
29.415,2.038,27
29.42,2.059,27
29.425,2.106,27
29.43,2.123,27.1
29.435,2.103,27.1
29.44,2.113,27.1
29.445,2.155,27.1
29.45,2.165,27.1
29.455,2.115,27.2
29.46,2.101,27.2
29.465,2.099,27.2
29.47,2.075,27.2
29.475,1.993,27.2
29.48,1.944,27.1
29.485,1.93,27.1
29.49,1.901,27.2
29.495,1.818,27.2
29.5,1.775,27.2
29.505,1.768,27.2
29.51,1.744,27.2
29.515,1.68,27.2
29.52,1.646,27.2
29.525,1.642,27.2
29.53,1.632,27.3
29.535,1.579,27.2
29.54,1.555,27.1
29.545,1.562,27.1
29.55,1.558,27.2
29.555,1.513,27.2
29.56,1.503,27.2
29.565,1.523,27.2
29.57,1.532,27.1
29.575,1.496,27.1
29.58,1.496,27.1
29.585,1.519,27.1
29.59,1.532,27.2
29.595,1.498,27.2
29.6,1.496,27.2
29.605,1.513,27.2
29.61,1.519,27.2
29.615,1.488,27.1
29.62,1.478,27.1
29.625,1.511,27.1
29.63,1.526,27.1
29.635,1.49,27.1
29.64,1.476,27
29.645,1.494,27.1
29.65,1.507,27.1
29.655,1.472,27.1
29.66,1.469,27.2
29.665,1.502,27.2
29.67,1.516,27.2
29.675,1.471,27.1
29.68,1.464,27.1
29.685,1.494,27.2
29.69,1.51,27.1
29.695,1.463,27.2
29.7,1.456,27.1
29.705,1.482,27.1
29.71,1.5,27.1
29.715,1.461,27.1
29.72,1.462,27.1
29.725,1.489,27.1
29.73,1.494,27.1
29.735,1.454,27.1
29.74,1.453,27.1
29.745,1.488,27.1
29.75,1.511,27
29.755,1.476,27
29.76,1.464,27
29.765,1.49,27
29.77,1.502,27
29.775,1.481,26.9
29.78,1.484,26.8
29.785,1.514,26.9
29.79,1.522,26.8
29.795,1.481,26.8
29.8,1.482,26.9
29.805,1.522,27
29.81,1.538,27
29.815,1.486,27
29.82,1.468,26.9
29.825,1.497,26.8
29.83,1.529,26.8
29.835,1.506,26.8
29.84,1.514,26.8
29.845,1.556,26.9
29.85,1.595,26.9
29.855,1.567,26.9
29.86,1.563,26.9
29.865,1.579,26.8
29.87,1.594,26.8
29.875,1.55,26.8
29.88,1.524,26.8
29.885,1.528,26.8
29.89,1.53,26.8
29.895,1.494,26.8
29.9,1.486,26.9
29.905,1.508,26.9
29.91,1.527,26.9
29.915,1.489,26.8
29.92,1.484,26.7
29.925,1.515,26.7
29.93,1.53,26.7
29.935,1.509,26.6
29.94,1.498,26.7
29.945,1.521,26.8
29.95,1.548,26.8
29.955,1.513,26.8
29.96,1.498,26.8
29.965,1.492,26.7
29.97,1.46,26.7
29.975,1.403,26.8
29.98,1.489,26.8
29.985,1.721,26.8
29.99,2.048,26.8
29.995,2.414,26.8
30,2.765,26.7
30.005,2.972,26.7
30.01,2.935,26.7
30.015,2.662,26.7
30.02,2.116,26.8
30.025,1.461,26.8
30.03,1.117,26.8
30.035,0.917,26.8
30.04,0.866,26.8
30.045,0.933,26.8
30.05,0.958,26.8
30.055,0.925,26.8
30.06,0.949,26.8
30.065,1.028,26.8
30.07,1.048,26.8
30.075,0.99,26.9
30.08,0.997,26.9
30.085,1.076,26.9
30.09,1.186,26.9
30.095,1.284,26.9
30.1,1.443,26.9
30.105,1.604,26.9
30.11,1.708,27
30.115,1.705,27
30.12,1.705,27.1
30.125,1.738,27.1
30.13,1.765,27.2
30.135,1.734,27.2
30.14,1.738,27.3
30.145,1.775,27.3
30.15,1.799,27.3
30.155,1.77,27.4
30.16,1.768,27.4
30.165,1.806,27.4
30.17,1.831,27.5
30.175,1.801,27.5
30.18,1.809,27.6
30.185,1.846,27.6
30.19,1.875,27.6
30.195,1.858,27.6
30.2,1.874,27.6
30.205,1.917,27.7
30.21,1.953,27.7
30.215,1.942,27.7
30.22,1.96,27.7
30.225,2.009,27.8
30.23,2.05,27.9
30.235,2.032,27.9
30.24,2.049,28
30.245,2.097,28.1
30.25,2.138,28.1
30.255,2.12,28.1
30.26,2.119,28.1
30.265,2.15,28.1
30.27,2.172,28.2
30.275,2.129,28.2
30.28,2.11,28.3
30.285,2.103,28.4
30.29,2.07,28.3
30.295,1.978,28.3
30.3,1.923,28.3
30.305,1.909,28.4
30.31,1.884,28.4
30.315,1.806,28.5
30.32,1.76,28.6
30.325,1.747,28.5
30.33,1.73,28.6
30.335,1.669,28.5
30.34,1.631,28.5
30.345,1.622,28.6
30.35,1.611,28.6
30.355,1.548,28.7
30.36,1.526,28.7
30.365,1.534,28.7
30.37,1.534,28.7
30.375,1.484,28.8
30.38,1.48,28.9
30.385,1.506,29
30.39,1.518,29
30.395,1.476,29
30.4,1.464,29
30.405,1.484,29
30.41,1.505,29
30.415,1.47,29.1
30.42,1.472,29
30.425,1.5,29.1
30.43,1.525,29.1
30.435,1.481,29.1
30.44,1.467,29.1
30.445,1.486,29.1
30.45,1.512,29.1
30.455,1.473,29.2
30.46,1.474,29.1
30.465,1.498,29.2
30.47,1.518,29.2
30.475,1.478,29.2
30.48,1.468,29.3
30.485,1.489,29.2
30.49,1.509,29.3
30.495,1.476,29.4
30.5,1.47,29.4
30.505,1.493,29.5
30.51,1.505,29.5
30.515,1.47,29.4
30.52,1.468,29.5
30.525,1.496,29.4
30.53,1.505,29.5
30.535,1.466,29.5
30.54,1.46,29.5
30.545,1.486,29.5
30.55,1.507,29.5
30.555,1.478,29.6
30.56,1.464,29.6
30.565,1.482,29.6
30.57,1.498,29.7
30.575,1.459,29.6
30.58,1.456,29.6
30.585,1.486,29.7
30.59,1.506,29.6
30.595,1.472,29.6
30.6,1.466,29.5
30.605,1.489,29.5
30.61,1.513,29.6
30.615,1.484,29.6
30.62,1.472,29.6
30.625,1.502,29.6
30.63,1.53,29.6
30.635,1.494,29.6
30.64,1.486,29.7
30.645,1.51,29.7
30.65,1.54,29.7
30.655,1.525,29.8
30.66,1.533,29.8
30.665,1.572,29.8
30.67,1.607,29.8
30.675,1.576,29.8
30.68,1.565,29.8
30.685,1.577,29.8
30.69,1.599,29.8
30.695,1.55,29.7
30.7,1.514,29.8
30.705,1.514,29.9
30.71,1.514,29.9
30.715,1.477,29.9
30.72,1.473,29.9
30.725,1.502,29.9
30.73,1.529,29.9
30.735,1.504,29.9
30.74,1.493,30
30.745,1.518,30
